         5671145 function calls (5659259 primitive calls) in 110.488 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.002    0.001    0.009    0.004 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\font_manager.py:1453(_findfont_cached)
      212    0.000    0.000    0.009    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\markers.py:220(__init__)
     3152    0.003    0.000    0.009    0.000 {method 'clip' of 'numpy.generic' objects}
    36/18    0.000    0.000    0.009    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\offsetbox.py:493(<listcomp>)
        1    0.000    0.000    0.008    0.008 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:1(<module>)
       96    0.008    0.000    0.008    0.000 {built-in method matplotlib.ft2font.set_text}
       96    0.000    0.000    0.008    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\backend_agg.py:248(_prepare_font)
       92    0.001    0.000    0.008    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\lines.py:287(__init__)
     12/8    0.000    0.000    0.008    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\offsetbox.py:449(_get_bbox_and_child_offsets)
    36/12    0.000    0.000    0.008    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\offsetbox.py:358(get_bbox)
      212    0.000    0.000    0.008    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\markers.py:299(_set_marker)
     12/8    0.000    0.000    0.008    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\offsetbox.py:460(<listcomp>)
       20    0.000    0.000    0.008    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:1606(_copy_tick_props)
      346    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\artist.py:146(<lambda>)
        2    0.000    0.000    0.007    0.004 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\pyplot.py:2244(yticks)
       64    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\lines.py:1338(update_from)
     16/4    0.000    0.000    0.007    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axes\_base.py:73(wrapper)
      346    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\artist.py:1237(set)
        4    0.000    0.000    0.007    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\PIL\ImageTk.py:42(_get_image_from_kw)
       30    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\offsetbox.py:796(get_bbox)
       96    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\font_manager.py:1363(_find_fonts_by_props)
    10088    0.007    0.000    0.007    0.000 {method 'dot' of 'numpy.ndarray' objects}
    37718    0.005    0.000    0.007    0.000 {built-in method builtins.isinstance}
       32    0.000    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\backend_agg.py:185(draw_text)
      577    0.005    0.000    0.007    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\numpy\_core\numeric.py:300(full)
        2    0.000    0.000    0.007    0.003 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:2172(set_ticks)
       78    0.000    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\text.py:104(__init__)
        2    0.000    0.000    0.006    0.003 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:2154(_set_tick_locations)
       78    0.001    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\patches.py:583(_draw_paths_with_artist_properties)
        8    0.000    0.000    0.006    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:534(__get__)
  3728/64    0.003    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:128(deepcopy)
        4    0.000    0.000    0.006    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:845(clear)
        8    0.000    0.000    0.006    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:428(__init__)
   256/64    0.001    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:227(_deepcopy_dict)
       26    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
       20    0.000    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\PIL\Image.py:344(preinit)
4468/1048    0.002    0.000    0.006    0.000 {built-in method builtins.all}
       26    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
14816/14756    0.003    0.000    0.006    0.000 {built-in method builtins.getattr}
      106    0.000    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\backend_agg.py:93(draw_path)
       92    0.000    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\artist.py:784(set_clip_path)
      106    0.003    0.000    0.006    0.000 {built-in method matplotlib.backends._backend_agg.draw_path}
3566/3430    0.001    0.000    0.006    0.000 {built-in method builtins.next}
       78    0.000    0.000    0.006    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\patches.py:48(__init__)
      885    0.003    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\numpy\linalg\_linalg.py:148(_commonType)
      935    0.005    0.000    0.005    0.000 d:\Users\Toby\HiveCamFINAL\scripts\missed_count_polygon_tracker.py:468(<listcomp>)
        4    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:761(_set_scale)
      598    0.005    0.000    0.005    0.000 d:\Users\Toby\HiveCamFINAL\scripts\missed_count_polygon_tracker.py:273(is_inside_box)
        4    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\scale.py:120(set_default_locators_and_formatters)
       68    0.000    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\patches.py:748(__init__)
      883    0.005    0.000    0.005    0.000 d:\Users\Toby\HiveCamFINAL\scripts\missed_count_polygon_tracker.py:252(<listcomp>)
     3176    0.005    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\numpy\_core\_methods.py:99(_clip)
        2    0.000    0.000    0.005    0.003 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\_backend_tk.py:166(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\backend_qtagg.py:1(<module>)
       20    0.000    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:946(set_tick_params)
        4    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\ticker.py:452(__init__)
     7380    0.002    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\__init__.py:778(__getitem__)
     4270    0.002    0.000    0.005    0.000 d:\Users\Toby\HiveCamFINAL\scripts\average_polygons.py:63(<genexpr>)
        4    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\ticker.py:575(set_useMathText)
      264    0.000    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:1472(transform)
       68    0.000    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\lines.py:744(draw)
      911    0.002    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\numpy\_core\_ufunc_config.py:410(__enter__)
       86    0.000    0.000    0.005    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:1418(__sub__)
        4    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:2665(_update_label_position)
        8    0.000    0.000    0.005    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\spines.py:142(get_window_extent)
        6    0.000    0.000    0.004    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axes\_base.py:3302(grid)
       12    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:1696(grid)
       34    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
  614/336    0.002    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:2431(get_affine)
        1    0.000    0.000    0.004    0.004 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
        4    0.000    0.000    0.004    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axis.py:1115(set_clip_path)
        4    0.000    0.000    0.004    0.001 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\qt_compat.py:66(_setup_pyqt5plus)
      216    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\patches.py:934(get_bbox)
      490    0.001    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:804(from_extents)
      883    0.004    0.000    0.004    0.000 {AKAZE_create}
       24    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\ticker.py:2228(__call__)
      718    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:259(_reconstruct)
        2    0.000    0.000    0.004    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\pyplot.py:3615(legend)
        2    0.000    0.000    0.004    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\axes\_axes.py:218(legend)
     4402    0.004    0.000    0.004    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       86    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
24813/24708    0.004    0.000    0.004    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.004    0.002 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\legend.py:354(__init__)
        2    0.000    0.000    0.004    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\json\__init__.py:274(load)
      264    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:2408(transform_affine)
       24    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\ticker.py:2232(tick_values)
1713/1679    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:132(__enter__)
        1    0.000    0.000    0.004    0.004 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
     1412    0.002    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:66(copy)
    27507    0.004    0.000    0.004    0.000 {built-in method builtins.issubclass}
      938    0.000    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\transforms.py:1340(__add__)
      372    0.001    0.000    0.004    0.000 C:\Users\toby0\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\matplotlib\path.py:413(iter_bezier)
